1546454752, 02/01/2019, 08:45:53, IGUA_003, cash, 000000, 200, 1235
1546652337, 04/01/2019, 15:38:57, IGUA_003, cash, 000000, 100, 2027
1546652749, 04/01/2019, 15:45:49, IGUA_003, cash, 000000, 50, 1015
1546652787, 04/01/2019, 15:46:27, IGUA_003, cash, 000000, 50, 1024
1546657036, 04/01/2019, 16:57:16, IGUA_003, cash, 000000, 30, 775
1546659411, 04/01/2019, 17:36:51, IGUA_003, cash, 000000, 20, 462
1546660258, 04/01/2019, 17:50:58, IGUA_003, cash, 000000, 50, 1097
1546661257, 04/01/2019, 18:07:38, IGUA_003, cash, 000000, 50, 1049
1546661592, 04/01/2019, 18:13:12, IGUA_003, cash, 000000, 10, 237
1546661609, 04/01/2019, 18:13:29, IGUA_003, cash, 000000, 10, 250
1546663122, 04/01/2019, 18:38:42, IGUA_003, cash, 000000, 50, 1076
1546666039, 04/01/2019, 19:27:19, IGUA_003, cash, 000000, 50, 1169
1546666097, 04/01/2019, 19:28:17, IGUA_003, cash, 000000, 10, 239
1546666124, 04/01/2019, 19:28:44, IGUA_003, cash, 000000, 20, 413
1546666178, 04/01/2019, 19:29:38, IGUA_003, cash, 000000, 20, 427
1546666235, 04/01/2019, 19:30:35, IGUA_003, cash, 000000, 10, 219
1546670546, 04/01/2019, 20:42:27, IGUA_003, cash, 000000, 100, 2026
1546675116, 04/01/2019, 21:58:36, IGUA_003, cash, 000000, 50, 1057
1546716708, 05/01/2019, 09:31:48, IGUA_003, cash, 000000, 40, 810
1546720882, 05/01/2019, 10:41:22, IGUA_003, cash, 000000, 100, 2032
1546721401, 05/01/2019, 10:50:01, IGUA_003, cash, 000000, 10, 232
1546723922, 05/01/2019, 11:32:02, IGUA_003, cash, 000000, 20, 418
1546723946, 05/01/2019, 11:32:26, IGUA_003, cash, 000000, 20, 412
1546724017, 05/01/2019, 11:33:37, IGUA_003, cash, 000000, 20, 412
1546725274, 05/01/2019, 11:54:34, IGUA_003, cash, 000000, 50, 898
1546727047, 05/01/2019, 12:24:07, IGUA_003, cash, 000000, 50, 723
1546727676, 05/01/2019, 12:34:36, IGUA_003, cash, 000000, 200, 1183
1546727920, 05/01/2019, 12:38:40, IGUA_003, cash, 000000, 50, 1009
1546728920, 05/01/2019, 12:55:20, IGUA_003, cash, 000000, 10, 236
1546728960, 05/01/2019, 12:56:00, IGUA_003, cash, 000000, 10, 212
1546729006, 05/01/2019, 12:56:46, IGUA_003, cash, 000000, 10, 218
1546729277, 05/01/2019, 13:01:17, IGUA_003, cash, 000000, 50, 1028
1546731304, 05/01/2019, 13:35:04, IGUA_003, cash, 000000, 30, 640
1546731336, 05/01/2019, 13:35:36, IGUA_003, cash, 000000, 20, 438
1546731451, 05/01/2019, 13:37:31, IGUA_003, cash, 000000, 30, 366
1546732434, 05/01/2019, 13:53:54, IGUA_003, cash, 000000, 10, 234
1546732482, 05/01/2019, 13:54:42, IGUA_003, cash, 000000, 50, 1026
1546732817, 05/01/2019, 14:00:17, IGUA_003, cash, 000000, 20, 522
1546733554, 05/01/2019, 14:12:34, IGUA_003, cash, 000000, 20, 419
1546734118, 05/01/2019, 14:21:58, IGUA_003, cash, 000000, 20, 418
1546736868, 05/01/2019, 15:07:48, IGUA_003, cash, 000000, 50, 1042
1546738754, 05/01/2019, 15:39:14, IGUA_003, cash, 000000, 20, 431
1546740807, 05/01/2019, 16:13:27, IGUA_003, cash, 000000, 50, 1027
1546740905, 05/01/2019, 16:15:05, IGUA_003, cash, 000000, 10, 234
1546741054, 05/01/2019, 16:17:34, IGUA_003, cash, 000000, 40, 913
1546742353, 05/01/2019, 16:39:14, IGUA_003, cash, 000000, 50, 1028
1546742900, 05/01/2019, 16:48:20, IGUA_003, cash, 000000, 30, 641
1546743089, 05/01/2019, 16:51:29, IGUA_003, cash, 000000, 20, 426
1546745856, 05/01/2019, 17:37:36, IGUA_003, cash, 000000, 30, 610
1546746367, 05/01/2019, 17:46:07, IGUA_003, cash, 000000, 200, 2022
1546746392, 05/01/2019, 17:46:32, IGUA_003, cash, 000000, 20, 441
1546749838, 05/01/2019, 18:43:58, IGUA_003, cash, 000000, 10, 230
1546749913, 05/01/2019, 18:45:13, IGUA_003, cash, 000000, 50, 1024
1546750864, 05/01/2019, 19:01:04, IGUA_003, cash, 000000, 50, 1017
1546755648, 05/01/2019, 20:20:48, IGUA_003, cash, 000000, 50, 1034
1546756898, 05/01/2019, 20:41:38, IGUA_003, cash, 000000, 50, 1054
1546885481, 07/01/2019, 08:24:42, IGUA_003, cash, 000000, 50, 1070
1546885494, 07/01/2019, 08:24:54, IGUA_003, cash, 000000, 20, 435
1546885977, 07/01/2019, 08:32:57, IGUA_003, cash, 000000, 20, 423
1546888059, 07/01/2019, 09:07:39, IGUA_003, cash, 000000, 50, 800
1546888237, 07/01/2019, 09:10:37, IGUA_003, cash, 000000, 100, 2028
1546891278, 07/01/2019, 10:01:18, IGUA_003, cash, 000000, 50, 1014
1546893513, 07/01/2019, 10:38:33, IGUA_003, cash, 000000, 10, 224
1546897262, 07/01/2019, 11:41:02, IGUA_003, cash, 000000, 100, 2038
1546900040, 07/01/2019, 12:27:20, IGUA_003, cash, 000000, 30, 540
1546900518, 07/01/2019, 12:35:18, IGUA_003, cash, 000000, 10, 237
1546901425, 07/01/2019, 12:50:25, IGUA_003, cash, 000000, 10, 216
1546902074, 07/01/2019, 13:01:14, IGUA_003, cash, 000000, 50, 1078
1546902928, 07/01/2019, 13:15:28, IGUA_003, cash, 000000, 50, 1040
1546902985, 07/01/2019, 13:16:25, IGUA_003, cash, 000000, 20, 426
1546904265, 07/01/2019, 13:37:45, IGUA_003, cash, 000000, 50, 1026
1546906709, 07/01/2019, 14:18:29, IGUA_003, cash, 000000, 50, 1041
1546907962, 07/01/2019, 14:39:22, IGUA_003, cash, 000000, 50, 1036
1546909191, 07/01/2019, 14:59:51, IGUA_003, cash, 000000, 50, 1036
1546909266, 07/01/2019, 15:01:06, IGUA_003, cash, 000000, 10, 229
1546910630, 07/01/2019, 15:23:50, IGUA_003, cash, 000000, 50, 1013
1546912109, 07/01/2019, 15:48:29, IGUA_003, cash, 000000, 200, 1062
1546915112, 07/01/2019, 16:38:32, IGUA_003, cash, 000000, 50, 1107
1546915337, 07/01/2019, 16:42:17, IGUA_003, cash, 000000, 100, 2024
1546915398, 07/01/2019, 16:43:18, IGUA_003, cash, 000000, 50, 1027
1546915940, 07/01/2019, 16:52:20, IGUA_003, cash, 000000, 50, 1031
1546916031, 07/01/2019, 16:53:51, IGUA_003, cash, 000000, 50, 1022
1546917223, 07/01/2019, 17:13:43, IGUA_003, cash, 000000, 150, 3039
1546917332, 07/01/2019, 17:15:32, IGUA_003, cash, 000000, 50, 1015
1546917931, 07/01/2019, 17:25:31, IGUA_003, cash, 000000, 50, 1035
1546918307, 07/01/2019, 17:31:47, IGUA_003, cash, 000000, 20, 456
1546920337, 07/01/2019, 18:05:37, IGUA_003, cash, 000000, 50, 922
1546920393, 07/01/2019, 18:06:33, IGUA_003, cash, 000000, 50, 549
1546922754, 07/01/2019, 18:45:54, IGUA_003, cash, 000000, 100, 2032
1546924376, 07/01/2019, 19:12:56, IGUA_003, cash, 000000, 100, 1469
1546928373, 07/01/2019, 20:19:33, IGUA_003, cash, 000000, 100, 2027
1546930087, 07/01/2019, 20:48:07, IGUA_003, cash, 000000, 50, 1042
1546930191, 07/01/2019, 20:49:51, IGUA_003, cash, 000000, 50, 1084
1546931224, 07/01/2019, 21:07:04, IGUA_003, cash, 000000, 50, 1178
1546932838, 07/01/2019, 21:33:58, IGUA_003, cash, 000000, 30, 657
1546973807, 08/01/2019, 08:56:47, IGUA_003, cash, 000000, 10, 228
1546973979, 08/01/2019, 08:59:39, IGUA_003, cash, 000000, 100, 2019
1546976214, 08/01/2019, 09:36:54, IGUA_003, cash, 000000, 200, 791
1546977688, 08/01/2019, 10:01:28, IGUA_003, cash, 000000, 50, 1052
1546978509, 08/01/2019, 10:15:09, IGUA_003, cash, 000000, 10, 218
1546978525, 08/01/2019, 10:15:25, IGUA_003, cash, 000000, 20, 439
1546978748, 08/01/2019, 10:19:08, IGUA_003, cash, 000000, 50, 1033
1546979260, 08/01/2019, 10:27:40, IGUA_003, cash, 000000, 50, 1033
1546981138, 08/01/2019, 10:58:58, IGUA_003, cash, 000000, 50, 1040
1546981814, 08/01/2019, 11:10:14, IGUA_003, cash, 000000, 20, 419
1546981849, 08/01/2019, 11:10:49, IGUA_003, cash, 000000, 30, 613
1546982648, 08/01/2019, 11:24:08, IGUA_003, cash, 000000, 50, 2397
1546982749, 08/01/2019, 11:25:49, IGUA_003, cash, 000000, 50, 965
1546984610, 08/01/2019, 11:56:50, IGUA_003, cash, 000000, 30, 628
1546985955, 08/01/2019, 12:19:15, IGUA_003, cash, 000000, 30, 656
1546987427, 08/01/2019, 12:43:47, IGUA_003, cash, 000000, 50, 1035
1546990291, 08/01/2019, 13:31:31, IGUA_003, cash, 000000, 50, 1137
1546991326, 08/01/2019, 13:48:46, IGUA_003, cash, 000000, 50, 1109
1546992384, 08/01/2019, 14:06:24, IGUA_003, cash, 000000, 50, 1039
1546992401, 08/01/2019, 14:06:41, IGUA_003, cash, 000000, 10, 224
1546992416, 08/01/2019, 14:06:56, IGUA_003, cash, 000000, 20, 425
1546992870, 08/01/2019, 14:14:30, IGUA_003, cash, 000000, 30, 636
1546992972, 08/01/2019, 14:16:12, IGUA_003, cash, 000000, 50, 1071
1546994109, 08/01/2019, 14:35:09, IGUA_003, cash, 000000, 10, 240
1546994683, 08/01/2019, 14:44:43, IGUA_003, cash, 000000, 50, 1050
1546994746, 08/01/2019, 14:45:46, IGUA_003, cash, 000000, 100, 2028
1546995304, 08/01/2019, 14:55:04, IGUA_003, cash, 000000, 50, 1015
1546995776, 08/01/2019, 15:02:56, IGUA_003, cash, 000000, 10, 240
1546996638, 08/01/2019, 15:17:18, IGUA_003, cash, 000000, 10, 240
1546997619, 08/01/2019, 15:33:39, IGUA_003, cash, 000000, 50, 1023
1546997665, 08/01/2019, 15:34:25, IGUA_003, cash, 000000, 50, 1013
1547000286, 08/01/2019, 16:18:06, IGUA_003, cash, 000000, 50, 1049
1547001016, 08/01/2019, 16:30:16, IGUA_003, cash, 000000, 200, 3000
1547001811, 08/01/2019, 16:43:31, IGUA_003, cash, 000000, 50, 688
1547002401, 08/01/2019, 16:53:21, IGUA_003, cash, 000000, 50, 1039
1547002451, 08/01/2019, 16:54:11, IGUA_003, cash, 000000, 50, 1025
1547003603, 08/01/2019, 17:13:23, IGUA_003, cash, 000000, 50, 1075
1547003957, 08/01/2019, 17:19:17, IGUA_003, cash, 000000, 50, 989
1547004682, 08/01/2019, 17:31:22, IGUA_003, cash, 000000, 50, 1069
1547005413, 08/01/2019, 17:43:33, IGUA_003, cash, 000000, 20, 441
1547006465, 08/01/2019, 18:01:05, IGUA_003, cash, 000000, 50, 1019
1547007948, 08/01/2019, 18:25:48, IGUA_003, cash, 000000, 50, 1045
1547009298, 08/01/2019, 18:48:18, IGUA_003, cash, 000000, 50, 942
1547009340, 08/01/2019, 18:49:00, IGUA_003, cash, 000000, 50, 1160
1547012318, 08/01/2019, 19:38:38, IGUA_003, cash, 000000, 100, 2029
1547012339, 08/01/2019, 19:38:59, IGUA_003, cash, 000000, 50, 1014
1547013926, 08/01/2019, 20:05:26, IGUA_003, cash, 000000, 50, 519
1547014017, 08/01/2019, 20:06:57, IGUA_003, cash, 000000, 100, 2029
1547016717, 08/01/2019, 20:51:57, IGUA_003, igua-rfid, rfid_255255255255, 0, 0
1547016873, 08/01/2019, 20:54:33, IGUA_003, cash, 000000, 50, 1034
1547016922, 08/01/2019, 20:55:22, IGUA_003, cash, 000000, 50, 1048
1547017826, 08/01/2019, 21:10:26, IGUA_003, cash, 000000, 20, 434
1547017858, 08/01/2019, 21:10:58, IGUA_003, cash, 000000, 10, 221
1547018076, 08/01/2019, 21:14:36, IGUA_003, cash, 000000, 50, 1012
1547019185, 08/01/2019, 21:33:05, IGUA_003, cash, 000000, 20, 413
1547019981, 08/01/2019, 21:46:21, IGUA_003, cash, 000000, 50, 1018
1547057014, 09/01/2019, 08:03:34, IGUA_003, cash, 000000, 10, 221
1547057837, 09/01/2019, 08:17:17, IGUA_003, cash, 000000, 10, 211
1547059699, 09/01/2019, 08:48:19, IGUA_003, cash, 000000, 10, 225
1547059869, 09/01/2019, 08:51:09, IGUA_003, cash, 000000, 10, 236
1547061879, 09/01/2019, 09:24:40, IGUA_003, cash, 000000, 100, 2019
1547064154, 09/01/2019, 10:02:34, IGUA_003, cash, 000000, 50, 1134
1547064328, 09/01/2019, 10:05:28, IGUA_003, cash, 000000, 100, 2041
1547064343, 09/01/2019, 10:05:43, IGUA_003, cash, 000000, 10, 225
1547064350, 09/01/2019, 10:05:50, IGUA_003, cash, 000000, 10, 215
1547064755, 09/01/2019, 10:12:35, IGUA_003, cash, 000000, 10, 226
1547066376, 09/01/2019, 10:39:36, IGUA_003, cash, 000000, 20, 423
1547066924, 09/01/2019, 10:48:44, IGUA_003, cash, 000000, 10, 220
1547067051, 09/01/2019, 10:50:51, IGUA_003, cash, 000000, 10, 220
1547067807, 09/01/2019, 11:03:27, IGUA_003, cash, 000000, 20, 434
1547067837, 09/01/2019, 11:03:57, IGUA_003, cash, 000000, 30, 617
1547069026, 09/01/2019, 11:23:46, IGUA_003, cash, 000000, 200, 725
1547070036, 09/01/2019, 11:40:36, IGUA_003, cash, 000000, 30, 626
1547070639, 09/01/2019, 11:50:39, IGUA_003, cash, 000000, 20, 426
1547071013, 09/01/2019, 11:56:53, IGUA_003, cash, 000000, 20, 426
1547071335, 09/01/2019, 12:02:15, IGUA_003, cash, 000000, 20, 430
1547072092, 09/01/2019, 12:14:52, IGUA_003, cash, 000000, 20, 416
1547072629, 09/01/2019, 12:23:49, IGUA_003, cash, 000000, 10, 240
1547072648, 09/01/2019, 12:24:08, IGUA_003, cash, 000000, 10, 214
1547072656, 09/01/2019, 12:24:16, IGUA_003, cash, 000000, 10, 210
1547072664, 09/01/2019, 12:24:24, IGUA_003, cash, 000000, 10, 217
1547072675, 09/01/2019, 12:24:35, IGUA_003, cash, 000000, 10, 220
1547072684, 09/01/2019, 12:24:44, IGUA_003, cash, 000000, 10, 213
1547073242, 09/01/2019, 12:34:02, IGUA_003, cash, 000000, 20, 433
1547073283, 09/01/2019, 12:34:43, IGUA_003, cash, 000000, 20, 446
1547073491, 09/01/2019, 12:38:11, IGUA_003, cash, 000000, 50, 676
1547074672, 09/01/2019, 12:57:52, IGUA_003, cash, 000000, 10, 228
1547075776, 09/01/2019, 13:16:16, IGUA_003, cash, 000000, 10, 247
1547076021, 09/01/2019, 13:20:21, IGUA_003, cash, 000000, 50, 1010
1547076417, 09/01/2019, 13:26:57, IGUA_003, cash, 000000, 50, 683
1547077269, 09/01/2019, 13:41:09, IGUA_003, cash, 000000, 10, 232
1547078734, 09/01/2019, 14:05:34, IGUA_003, cash, 000000, 10, 211
1547078746, 09/01/2019, 14:05:46, IGUA_003, cash, 000000, 10, 226
1547078759, 09/01/2019, 14:05:59, IGUA_003, cash, 000000, 10, 222
1547079074, 09/01/2019, 14:11:14, IGUA_003, cash, 000000, 30, 764
1547079183, 09/01/2019, 14:13:03, IGUA_003, cash, 000000, 10, 220
1547079975, 09/01/2019, 14:26:15, IGUA_003, cash, 000000, 50, 1055
1547080901, 09/01/2019, 14:41:41, IGUA_003, cash, 000000, 10, 238
1547081154, 09/01/2019, 14:45:54, IGUA_003, cash, 000000, 50, 1310
1547081214, 09/01/2019, 14:46:54, IGUA_003, cash, 000000, 100, 2029
1547081344, 09/01/2019, 14:49:04, IGUA_003, cash, 000000, 50, 561
1547082864, 09/01/2019, 15:14:24, IGUA_003, cash, 000000, 200, 212
1547084699, 09/01/2019, 15:44:59, IGUA_003, cash, 000000, 50, 1033
1547084762, 09/01/2019, 15:46:02, IGUA_003, cash, 000000, 100, 2037
1547084814, 09/01/2019, 15:46:54, IGUA_003, cash, 000000, 50, 964
1547085609, 09/01/2019, 16:00:09, IGUA_003, cash, 000000, 20, 427
1547085633, 09/01/2019, 16:00:33, IGUA_003, cash, 000000, 50, 1023
1547087297, 09/01/2019, 16:28:17, IGUA_003, cash, 000000, 50, 1085
1547087339, 09/01/2019, 16:28:59, IGUA_003, cash, 000000, 20, 425
1547087400, 09/01/2019, 16:30:00, IGUA_003, cash, 000000, 10, 221
1547087412, 09/01/2019, 16:30:12, IGUA_003, cash, 000000, 10, 215
1547087424, 09/01/2019, 16:30:24, IGUA_003, cash, 000000, 20, 423
1547088901, 09/01/2019, 16:55:01, IGUA_003, cash, 000000, 100, 2109
1547091214, 09/01/2019, 17:33:34, IGUA_003, cash, 000000, 10, 242
1547094430, 09/01/2019, 18:27:10, IGUA_003, cash, 000000, 100, 2066
1547094828, 09/01/2019, 18:33:48, IGUA_003, cash, 000000, 50, 1029
1547095166, 09/01/2019, 18:39:26, IGUA_003, cash, 000000, 50, 1034
1547095233, 09/01/2019, 18:40:33, IGUA_003, cash, 000000, 30, 515
1547096476, 09/01/2019, 19:01:16, IGUA_003, cash, 000000, 150, 3030
1547098890, 09/01/2019, 19:41:30, IGUA_003, cash, 000000, 50, 1026
1547099294, 09/01/2019, 19:48:14, IGUA_003, cash, 000000, 10, 241
1547099494, 09/01/2019, 19:51:34, IGUA_003, cash, 000000, 50, 1040
1547099878, 09/01/2019, 19:57:58, IGUA_003, cash, 000000, 10, 238
1547100137, 09/01/2019, 20:02:17, IGUA_003, cash, 000000, 50, 1187
1547101884, 09/01/2019, 20:31:24, IGUA_003, cash, 000000, 10, 227
1547101916, 09/01/2019, 20:31:56, IGUA_003, cash, 000000, 20, 422
1547103076, 09/01/2019, 20:51:16, IGUA_003, cash, 000000, 50, 974
1547105402, 09/01/2019, 21:30:02, IGUA_003, cash, 000000, 50, 517
1547142785, 10/01/2019, 07:53:05, IGUA_003, cash, 000000, 10, 233
1547143831, 10/01/2019, 08:10:31, IGUA_003, cash, 000000, 100, 2026
1547144861, 10/01/2019, 08:27:41, IGUA_003, cash, 000000, 50, 905
1547147013, 10/01/2019, 09:03:33, IGUA_003, cash, 000000, 10, 240
1547147036, 10/01/2019, 09:03:56, IGUA_003, cash, 000000, 10, 232
1547147062, 10/01/2019, 09:04:22, IGUA_003, cash, 000000, 10, 215
1547147103, 10/01/2019, 09:05:03, IGUA_003, cash, 000000, 10, 265
1547147556, 10/01/2019, 09:12:36, IGUA_003, cash, 000000, 10, 214
1547150987, 10/01/2019, 10:09:47, IGUA_003, cash, 000000, 50, 1012
1547151342, 10/01/2019, 10:15:42, IGUA_003, cash, 000000, 100, 2030
1547151393, 10/01/2019, 10:16:33, IGUA_003, cash, 000000, 50, 1055
1547151440, 10/01/2019, 10:17:20, IGUA_003, cash, 000000, 50, 1071
1547151887, 10/01/2019, 10:24:47, IGUA_003, cash, 000000, 20, 439
1547152431, 10/01/2019, 10:33:51, IGUA_003, cash, 000000, 30, 620
1547152459, 10/01/2019, 10:34:19, IGUA_003, cash, 000000, 10, 225
1547153858, 10/01/2019, 10:57:38, IGUA_003, cash, 000000, 50, 1091
1547154297, 10/01/2019, 11:04:57, IGUA_003, cash, 000000, 50, 566
1547154831, 10/01/2019, 11:13:51, IGUA_003, cash, 000000, 50, 1018
1547155217, 10/01/2019, 11:20:17, IGUA_003, cash, 000000, 20, 440
1547155248, 10/01/2019, 11:20:48, IGUA_003, cash, 000000, 20, 421
1547155504, 10/01/2019, 11:25:04, IGUA_003, cash, 000000, 10, 230
1547158266, 10/01/2019, 12:11:06, IGUA_003, cash, 000000, 10, 225
1547159286, 10/01/2019, 12:28:06, IGUA_003, cash, 000000, 10, 211
1547160343, 10/01/2019, 12:45:43, IGUA_003, cash, 000000, 150, 3014
1547162118, 10/01/2019, 13:15:18, IGUA_003, cash, 000000, 50, 1095
1547162142, 10/01/2019, 13:15:42, IGUA_003, cash, 000000, 10, 219
1547162179, 10/01/2019, 13:16:19, IGUA_003, cash, 000000, 10, 216
1547162246, 10/01/2019, 13:17:26, IGUA_003, cash, 000000, 50, 1072
1547163030, 10/01/2019, 13:30:30, IGUA_003, cash, 000000, 50, 570
1547163117, 10/01/2019, 13:31:57, IGUA_003, cash, 000000, 20, 438
1547164713, 10/01/2019, 13:58:33, IGUA_003, cash, 000000, 80, 1637
1547165250, 10/01/2019, 14:07:30, IGUA_003, cash, 000000, 150, 3018
1547165281, 10/01/2019, 14:08:01, IGUA_003, cash, 000000, 50, 1012
1547166030, 10/01/2019, 14:20:30, IGUA_003, cash, 000000, 50, 1017
1547166058, 10/01/2019, 14:20:58, IGUA_003, cash, 000000, 10, 219
1547166619, 10/01/2019, 14:30:19, IGUA_003, cash, 000000, 50, 1024
1547168056, 10/01/2019, 14:54:16, IGUA_003, cash, 000000, 10, 234
1547170358, 10/01/2019, 15:32:38, IGUA_003, cash, 000000, 10, 224
