1545455904, 21/12/2018, 19:18:25, IGUA_002, cash, 000000, 10, 23
1546119506, 29/12/2018, 11:38:26, IGUA_002, cash, 000000, 20, 427
1546123272, 29/12/2018, 12:41:12, IGUA_002, cash, 000000, 50, 1088
1546126049, 29/12/2018, 13:27:29, IGUA_002, cash, 000000, 10, 225
1546126089, 29/12/2018, 13:28:09, IGUA_002, cash, 000000, 10, 2402
1546133371, 29/12/2018, 15:29:31, IGUA_002, cash, 000000, 10, 226
1546133394, 29/12/2018, 15:29:54, IGUA_002, cash, 000000, 10, 212
1546136558, 29/12/2018, 16:22:38, IGUA_002, cash, 000000, 50, 1074
1546143081, 29/12/2018, 18:11:21, IGUA_002, cash, 000000, 50, 1059
1546194633, 30/12/2018, 08:30:33, IGUA_002, cash, 000000, 50, 1011
1546194656, 30/12/2018, 08:30:56, IGUA_002, cash, 000000, 10, 217
1546206274, 30/12/2018, 11:44:34, IGUA_002, cash, 000000, 50, 2399
1546206295, 30/12/2018, 11:44:55, IGUA_002, cash, 000000, 10, 210
1546206356, 30/12/2018, 11:45:56, IGUA_002, cash, 000000, 20, 367
1546208724, 30/12/2018, 12:25:24, IGUA_002, cash, 000000, 100, 808
1546215146, 30/12/2018, 14:12:26, IGUA_002, cash, 000000, 50, 1069
1546216994, 30/12/2018, 14:43:14, IGUA_002, cash, 000000, 30, 674
1546221473, 30/12/2018, 15:57:53, IGUA_002, cash, 000000, 100, 2056
1546222697, 30/12/2018, 16:18:17, IGUA_002, cash, 000000, 50, 1029
1546222800, 30/12/2018, 16:20:00, IGUA_002, cash, 000000, 50, 1041
1546222878, 30/12/2018, 16:21:18, IGUA_002, cash, 000000, 50, 1028
1546223183, 30/12/2018, 16:26:23, IGUA_002, cash, 000000, 50, 1043
1546223209, 30/12/2018, 16:26:49, IGUA_002, cash, 000000, 10, 212
1546226287, 30/12/2018, 17:18:07, IGUA_002, cash, 000000, 10, 216
1546226297, 30/12/2018, 17:18:17, IGUA_002, cash, 000000, 10, 215
1546290611, 31/12/2018, 11:10:11, IGUA_002, cash, 000000, 10, 218
1546290629, 31/12/2018, 11:10:29, IGUA_002, cash, 000000, 10, 218
1546303004, 31/12/2018, 14:36:44, IGUA_002, cash, 000000, 10, 219
1546311648, 31/12/2018, 17:00:48, IGUA_002, cash, 000000, 10, 214
1546311660, 31/12/2018, 17:01:00, IGUA_002, cash, 000000, 10, 212
