1545198065, 18/12/2018, 19:41:06, IGUA_003, cash, 000000, 50, 1026
1545336487, 20/12/2018, 10:08:07, IGUA_003, cash, 000000, 200, 1602
1545336588, 20/12/2018, 10:09:48, IGUA_003, cash, 000000, 30, 635
1545336668, 20/12/2018, 10:11:08, IGUA_003, cash, 000000, 10, 222
1545341797, 20/12/2018, 11:36:37, IGUA_003, cash, 000000, 50, 1015
1545343621, 20/12/2018, 12:07:01, IGUA_003, cash, 000000, 50, 1066
1545344380, 20/12/2018, 12:19:40, IGUA_003, cash, 000000, 30, 627
1545344411, 20/12/2018, 12:20:11, IGUA_003, cash, 000000, 10, 216
1545345267, 20/12/2018, 12:34:27, IGUA_003, cash, 000000, 20, 416
1545345298, 20/12/2018, 12:34:58, IGUA_003, cash, 000000, 20, 418
1545352056, 20/12/2018, 14:27:36, IGUA_003, cash, 000000, 20, 434
1545352287, 20/12/2018, 14:31:27, IGUA_003, cash, 000000, 20, 416
1545352294, 20/12/2018, 14:31:34, IGUA_003, cash, 000000, 10, 224
1545353185, 20/12/2018, 14:46:25, IGUA_003, cash, 000000, 200, 2837
1545356343, 20/12/2018, 15:39:03, IGUA_003, cash, 000000, 50, 752
1545359251, 20/12/2018, 16:27:31, IGUA_003, cash, 000000, 20, 459
1545362836, 20/12/2018, 17:27:16, IGUA_003, cash, 000000, 20, 2396
1545366526, 20/12/2018, 18:28:46, IGUA_003, cash, 000000, 50, 1042
1545378990, 20/12/2018, 21:56:30, IGUA_003, cash, 000000, 20, 411
1545379221, 20/12/2018, 22:00:21, IGUA_003, cash, 000000, 50, 1031
1545379937, 20/12/2018, 22:12:17, IGUA_003, cash, 000000, 50, 1014
1545379944, 20/12/2018, 22:12:24, IGUA_003, cash, 000000, 10, 220
1545415932, 21/12/2018, 08:12:12, IGUA_003, cash, 000000, 20, 414
1545415956, 21/12/2018, 08:12:36, IGUA_003, cash, 000000, 50, 1034
1545419994, 21/12/2018, 09:19:54, IGUA_003, cash, 000000, 10, 240
1545420031, 21/12/2018, 09:20:31, IGUA_003, cash, 000000, 20, 517
1545421059, 21/12/2018, 09:37:39, IGUA_003, cash, 000000, 200, 260
1545421888, 21/12/2018, 09:51:28, IGUA_003, cash, 000000, 50, 665
1545424603, 21/12/2018, 10:36:43, IGUA_003, cash, 000000, 200, 968
1545426996, 21/12/2018, 11:16:36, IGUA_003, cash, 000000, 10, 227
1545427005, 21/12/2018, 11:16:45, IGUA_003, cash, 000000, 10, 225
1545427017, 21/12/2018, 11:16:57, IGUA_003, cash, 000000, 10, 221
1545427027, 21/12/2018, 11:17:07, IGUA_003, cash, 000000, 10, 221
1545427037, 21/12/2018, 11:17:17, IGUA_003, cash, 000000, 10, 230
1545427047, 21/12/2018, 11:17:27, IGUA_003, cash, 000000, 10, 214
1545427064, 21/12/2018, 11:17:44, IGUA_003, cash, 000000, 10, 230
1545429903, 21/12/2018, 12:05:03, IGUA_003, cash, 000000, 20, 430
1545430080, 21/12/2018, 12:08:00, IGUA_003, cash, 000000, 10, 240
1545430114, 21/12/2018, 12:08:34, IGUA_003, cash, 000000, 10, 214
1545430180, 21/12/2018, 12:09:40, IGUA_003, cash, 000000, 20, 426
1545430375, 21/12/2018, 12:12:55, IGUA_003, cash, 000000, 20, 425
1545430398, 21/12/2018, 12:13:18, IGUA_003, cash, 000000, 30, 618
1545430992, 21/12/2018, 12:23:12, IGUA_003, cash, 000000, 50, 1031
1545431971, 21/12/2018, 12:39:31, IGUA_003, cash, 000000, 40, 769
1545432336, 21/12/2018, 12:45:36, IGUA_003, cash, 000000, 30, 633
1545434419, 21/12/2018, 13:20:19, IGUA_003, cash, 000000, 20, 414
1545435186, 21/12/2018, 13:33:06, IGUA_003, cash, 000000, 50, 1026
1545436086, 21/12/2018, 13:48:06, IGUA_003, cash, 000000, 10, 236
1545437482, 21/12/2018, 14:11:22, IGUA_003, cash, 000000, 50, 1043
1545439010, 21/12/2018, 14:36:50, IGUA_003, cash, 000000, 50, 1033
1545442199, 21/12/2018, 15:29:59, IGUA_003, cash, 000000, 10, 230
1545442264, 21/12/2018, 15:31:04, IGUA_003, cash, 000000, 40, 1033
1545443150, 21/12/2018, 15:45:50, IGUA_003, cash, 000000, 30, 646
1545444309, 21/12/2018, 16:05:09, IGUA_003, cash, 000000, 100, 2017
1545445373, 21/12/2018, 16:22:53, IGUA_003, cash, 000000, 50, 963
1545450184, 21/12/2018, 17:43:04, IGUA_003, cash, 000000, 20, 439
1545450650, 21/12/2018, 17:50:50, IGUA_003, cash, 000000, 20, 412
1545450956, 21/12/2018, 17:55:56, IGUA_003, cash, 000000, 10, 233
1545451048, 21/12/2018, 17:57:28, IGUA_003, cash, 000000, 100, 649
1545452407, 21/12/2018, 18:20:07, IGUA_003, cash, 000000, 40, 832
1545456372, 21/12/2018, 19:26:12, IGUA_003, cash, 000000, 150, 3015
1545458384, 21/12/2018, 19:59:44, IGUA_003, cash, 000000, 50, 685
1545461875, 21/12/2018, 20:57:55, IGUA_003, cash, 000000, 100, 2038
1545463035, 21/12/2018, 21:17:15, IGUA_003, cash, 000000, 20, 436
1545464750, 21/12/2018, 21:45:50, IGUA_003, cash, 000000, 50, 721
1545465510, 21/12/2018, 21:58:30, IGUA_003, cash, 000000, 20, 425
1545465625, 21/12/2018, 22:00:25, IGUA_003, cash, 000000, 20, 420
1545507504, 22/12/2018, 09:38:24, IGUA_003, cash, 000000, 50, 1031
1545507561, 22/12/2018, 09:39:21, IGUA_003, cash, 000000, 50, 1031
1545508487, 22/12/2018, 09:54:47, IGUA_003, cash, 000000, 20, 420
1545508958, 22/12/2018, 10:02:38, IGUA_003, cash, 000000, 200, 1278
1545511051, 22/12/2018, 10:37:31, IGUA_003, cash, 000000, 20, 426
1545512269, 22/12/2018, 10:57:49, IGUA_003, cash, 000000, 10, 224
1545512289, 22/12/2018, 10:58:09, IGUA_003, cash, 000000, 10, 225
1545512353, 22/12/2018, 10:59:13, IGUA_003, cash, 000000, 20, 438
1545514061, 22/12/2018, 11:27:41, IGUA_003, cash, 000000, 50, 1056
1545514091, 22/12/2018, 11:28:11, IGUA_003, cash, 000000, 20, 423
1545515505, 22/12/2018, 11:51:45, IGUA_003, cash, 000000, 20, 420
1545517338, 22/12/2018, 12:22:18, IGUA_003, cash, 000000, 20, 446
1545517820, 22/12/2018, 12:30:20, IGUA_003, cash, 000000, 50, 912
1545519241, 22/12/2018, 12:54:01, IGUA_003, cash, 000000, 50, 1081
1545520459, 22/12/2018, 13:14:19, IGUA_003, cash, 000000, 50, 1025
1545521733, 22/12/2018, 13:35:33, IGUA_003, cash, 000000, 50, 1024
1545521769, 22/12/2018, 13:36:09, IGUA_003, cash, 000000, 50, 1035
1545522417, 22/12/2018, 13:46:57, IGUA_003, cash, 000000, 10, 230
1545522436, 22/12/2018, 13:47:16, IGUA_003, cash, 000000, 10, 213
1545522806, 22/12/2018, 13:53:26, IGUA_003, cash, 000000, 50, 1013
1545523632, 22/12/2018, 14:07:12, IGUA_003, cash, 000000, 50, 1021
1545523754, 22/12/2018, 14:09:14, IGUA_003, cash, 000000, 50, 1065
1545524908, 22/12/2018, 14:28:28, IGUA_003, cash, 000000, 50, 1022
1545527603, 22/12/2018, 15:13:23, IGUA_003, cash, 000000, 50, 1037
1545530357, 22/12/2018, 15:59:17, IGUA_003, cash, 000000, 100, 2022
1545532452, 22/12/2018, 16:34:12, IGUA_003, cash, 000000, 50, 1116
1545533987, 22/12/2018, 16:59:47, IGUA_003, cash, 000000, 300, 1364
1545534558, 22/12/2018, 17:09:18, IGUA_003, cash, 000000, 50, 1030
1545536004, 22/12/2018, 17:33:24, IGUA_003, cash, 000000, 50, 1026
1545537966, 22/12/2018, 18:06:06, IGUA_003, cash, 000000, 50, 1055
1545539615, 22/12/2018, 18:33:35, IGUA_003, cash, 000000, 10, 220
1545539623, 22/12/2018, 18:33:43, IGUA_003, cash, 000000, 10, 216
1545544969, 22/12/2018, 20:02:49, IGUA_003, cash, 000000, 100, 2018
1545545962, 22/12/2018, 20:19:22, IGUA_003, cash, 000000, 30, 646
1545848467, 26/12/2018, 08:21:08, IGUA_003, cash, 000000, 20, 456
1545848534, 26/12/2018, 08:22:14, IGUA_003, cash, 000000, 10, 215
1545851042, 26/12/2018, 09:04:02, IGUA_003, cash, 000000, 10, 217
1545852386, 26/12/2018, 09:26:26, IGUA_003, cash, 000000, 20, 439
1545854932, 26/12/2018, 10:08:52, IGUA_003, cash, 000000, 170, 871
1545855066, 26/12/2018, 10:11:06, IGUA_003, cash, 000000, 20, 427
1545856291, 26/12/2018, 10:31:32, IGUA_003, cash, 000000, 50, 1169
1545856427, 26/12/2018, 10:33:47, IGUA_003, cash, 000000, 30, 627
1545856804, 26/12/2018, 10:40:04, IGUA_003, cash, 000000, 2520, 0
1545862054, 26/12/2018, 12:07:35, IGUA_003, cash, 000000, 10, 228
1545863677, 26/12/2018, 12:34:37, IGUA_003, cash, 000000, 200, 2895
1545864569, 26/12/2018, 12:49:29, IGUA_003, cash, 000000, 20, 426
1545865503, 26/12/2018, 13:05:03, IGUA_003, cash, 000000, 50, 1012
1545865618, 26/12/2018, 13:06:58, IGUA_003, cash, 000000, 20, 412
1545865847, 26/12/2018, 13:10:47, IGUA_003, cash, 000000, 10, 213
1545867195, 26/12/2018, 13:33:15, IGUA_003, cash, 000000, 50, 1020
1545868117, 26/12/2018, 13:48:37, IGUA_003, cash, 000000, 20, 441
1545868616, 26/12/2018, 13:56:56, IGUA_003, cash, 000000, 20, 421
1545870268, 26/12/2018, 14:24:28, IGUA_003, cash, 000000, 50, 942
1545870498, 26/12/2018, 14:28:18, IGUA_003, cash, 000000, 50, 1034
1545872208, 26/12/2018, 14:56:48, IGUA_003, cash, 000000, 100, 2037
1545873284, 26/12/2018, 15:14:44, IGUA_003, cash, 000000, 30, 663
1545873477, 26/12/2018, 15:17:57, IGUA_003, cash, 000000, 30, 634
1545873552, 26/12/2018, 15:19:12, IGUA_003, cash, 000000, 40, 826
1545874623, 26/12/2018, 15:37:03, IGUA_003, cash, 000000, 20, 434
1545876525, 26/12/2018, 16:08:45, IGUA_003, cash, 000000, 50, 1066
1545879880, 26/12/2018, 17:04:40, IGUA_003, cash, 000000, 50, 873
1545879925, 26/12/2018, 17:05:25, IGUA_003, cash, 000000, 20, 465
1545884838, 26/12/2018, 18:27:18, IGUA_003, cash, 000000, 50, 1029
1545884856, 26/12/2018, 18:27:36, IGUA_003, cash, 000000, 50, 1025
1545885285, 26/12/2018, 18:34:45, IGUA_003, cash, 000000, 10, 217
1545885366, 26/12/2018, 18:36:06, IGUA_003, cash, 000000, 50, 860
1545886990, 26/12/2018, 19:03:10, IGUA_003, cash, 000000, 70, 1426
1545888610, 26/12/2018, 19:30:10, IGUA_003, cash, 000000, 10, 227
1545888872, 26/12/2018, 19:34:32, IGUA_003, cash, 000000, 50, 966
1545890938, 26/12/2018, 20:08:58, IGUA_003, cash, 000000, 20, 434
1545891564, 26/12/2018, 20:19:24, IGUA_003, cash, 000000, 30, 763
1545894346, 26/12/2018, 21:05:46, IGUA_003, cash, 000000, 50, 1031
1545894367, 26/12/2018, 21:06:07, IGUA_003, cash, 000000, 50, 1015
1545897570, 26/12/2018, 21:59:30, IGUA_003, cash, 000000, 20, 414
1545897588, 26/12/2018, 21:59:48, IGUA_003, cash, 000000, 20, 434
1545936338, 27/12/2018, 08:45:38, IGUA_003, cash, 000000, 10, 211
1545936908, 27/12/2018, 08:55:08, IGUA_003, cash, 000000, 50, 1038
1545937439, 27/12/2018, 09:03:59, IGUA_003, cash, 000000, 20, 428
1545940389, 27/12/2018, 09:53:09, IGUA_003, cash, 000000, 50, 1018
1545938903, 27/12/2018, 09:28:24, IGUA_003, cash, 000000, 50, 1071
1545941352, 27/12/2018, 10:09:12, IGUA_003, cash, 000000, 50, 1035
1545942359, 27/12/2018, 10:25:59, IGUA_003, cash, 000000, 20, 413
1545945452, 27/12/2018, 11:17:32, IGUA_003, cash, 000000, 50, 1043
1545946314, 27/12/2018, 11:31:54, IGUA_003, cash, 000000, 100, 2399
1545946355, 27/12/2018, 11:32:35, IGUA_003, cash, 000000, 50, 1017
1545952270, 27/12/2018, 13:11:10, IGUA_003, cash, 000000, 30, 673
1545954059, 27/12/2018, 13:40:59, IGUA_003, cash, 000000, 20, 439
1545954135, 27/12/2018, 13:42:15, IGUA_003, cash, 000000, 100, 2022
1545954544, 27/12/2018, 13:49:04, IGUA_003, cash, 000000, 20, 420
1545954568, 27/12/2018, 13:49:28, IGUA_003, cash, 000000, 10, 225
1545955358, 27/12/2018, 14:02:38, IGUA_003, cash, 000000, 50, 1008
1545957004, 27/12/2018, 14:30:04, IGUA_003, cash, 000000, 50, 1038
1545957062, 27/12/2018, 14:31:02, IGUA_003, cash, 000000, 100, 1901
1545958760, 27/12/2018, 14:59:20, IGUA_003, cash, 000000, 50, 1050
1545958802, 27/12/2018, 15:00:02, IGUA_003, cash, 000000, 100, 2032
1545961323, 27/12/2018, 15:42:03, IGUA_003, cash, 000000, 2480, 0
1545962502, 27/12/2018, 16:01:42, IGUA_003, cash, 000000, 50, 1038
1545963805, 27/12/2018, 16:23:25, IGUA_003, cash, 000000, 150, 3046
1545967210, 27/12/2018, 17:20:10, IGUA_003, cash, 000000, 20, 412
1545975015, 27/12/2018, 19:30:15, IGUA_003, cash, 000000, 200, 743
1545976781, 27/12/2018, 19:59:41, IGUA_003, cash, 000000, 20, 426
1545978014, 27/12/2018, 20:20:14, IGUA_003, cash, 000000, 100, 2025
1545978032, 27/12/2018, 20:20:32, IGUA_003, cash, 000000, 10, 217
1545978044, 27/12/2018, 20:20:44, IGUA_003, cash, 000000, 10, 257
1545980035, 27/12/2018, 20:53:55, IGUA_003, cash, 000000, 50, 1054
1545981692, 27/12/2018, 21:21:32, IGUA_003, cash, 000000, 50, 661
1546018480, 28/12/2018, 07:34:40, IGUA_003, cash, 000000, 20, 427
1546019511, 28/12/2018, 07:51:51, IGUA_003, cash, 000000, 50, 1012
1546024240, 28/12/2018, 09:10:40, IGUA_003, cash, 000000, 30, 692
1546024383, 28/12/2018, 09:13:03, IGUA_003, cash, 000000, 20, 432
1546025438, 28/12/2018, 09:30:38, IGUA_003, cash, 000000, 20, 425
1546025876, 28/12/2018, 09:37:56, IGUA_003, cash, 000000, 20, 423
1546026170, 28/12/2018, 09:42:50, IGUA_003, cash, 000000, 20, 416
1546027395, 28/12/2018, 10:03:15, IGUA_003, cash, 000000, 20, 415
1546028486, 28/12/2018, 10:21:26, IGUA_003, cash, 000000, 60, 1211
1546029331, 28/12/2018, 10:35:31, IGUA_003, cash, 000000, 50, 879
1546035787, 28/12/2018, 12:23:08, IGUA_003, cash, 000000, 20, 437
1546038187, 28/12/2018, 13:03:07, IGUA_003, cash, 000000, 50, 1071
1546038603, 28/12/2018, 13:10:03, IGUA_003, cash, 000000, 50, 986
1546038647, 28/12/2018, 13:10:47, IGUA_003, cash, 000000, 100, 2033
1546039350, 28/12/2018, 13:22:30, IGUA_003, cash, 000000, 20, 2398
1546040765, 28/12/2018, 13:46:05, IGUA_003, cash, 000000, 30, 622
1546041716, 28/12/2018, 14:01:56, IGUA_003, cash, 000000, 20, 418
1546041885, 28/12/2018, 14:04:45, IGUA_003, cash, 000000, 10, 216
1546042645, 28/12/2018, 14:17:25, IGUA_003, cash, 000000, 30, 638
1546042720, 28/12/2018, 14:18:40, IGUA_003, cash, 000000, 100, 2062
1546043174, 28/12/2018, 14:26:14, IGUA_003, cash, 000000, 100, 2032
1546046126, 28/12/2018, 15:15:26, IGUA_003, cash, 000000, 50, 1025
1546047607, 28/12/2018, 15:40:07, IGUA_003, cash, 000000, 100, 2038
1546052842, 28/12/2018, 17:07:22, IGUA_003, cash, 000000, 50, 181
1546057306, 28/12/2018, 18:21:46, IGUA_003, cash, 000000, 30, 571
1546059201, 28/12/2018, 18:53:21, IGUA_003, cash, 000000, 20, 453
1546062925, 28/12/2018, 19:55:25, IGUA_003, cash, 000000, 100, 2027
1546063936, 28/12/2018, 20:12:16, IGUA_003, cash, 000000, 50, 980
1546069633, 28/12/2018, 21:47:14, IGUA_003, cash, 000000, 10, 228
1546070026, 28/12/2018, 21:53:46, IGUA_003, cash, 000000, 10, 216
1546070041, 28/12/2018, 21:54:01, IGUA_003, cash, 000000, 20, 420
1546070097, 28/12/2018, 21:54:57, IGUA_003, cash, 000000, 10, 167
1546072774, 28/12/2018, 22:39:34, IGUA_003, cash, 000000, 20, 0
1546111694, 29/12/2018, 09:28:15, IGUA_003, cash, 000000, 50, 1064
1546114403, 29/12/2018, 10:13:23, IGUA_003, cash, 000000, 70, 1431
1546120297, 29/12/2018, 11:51:37, IGUA_003, cash, 000000, 40, 813
1546120337, 29/12/2018, 11:52:17, IGUA_003, cash, 000000, 20, 428
1546120528, 29/12/2018, 11:55:28, IGUA_003, cash, 000000, 50, 1015
1546121488, 29/12/2018, 12:11:28, IGUA_003, cash, 000000, 20, 433
1546121757, 29/12/2018, 12:15:57, IGUA_003, cash, 000000, 20, 439
1546121779, 29/12/2018, 12:16:19, IGUA_003, cash, 000000, 10, 226
1546121959, 29/12/2018, 12:19:19, IGUA_003, cash, 000000, 20, 434
1546123773, 29/12/2018, 12:49:33, IGUA_003, cash, 000000, 70, 1436
1546124778, 29/12/2018, 13:06:18, IGUA_003, cash, 000000, 50, 1020
1546125730, 29/12/2018, 13:22:10, IGUA_003, cash, 000000, 70, 1424
1546125878, 29/12/2018, 13:24:38, IGUA_003, cash, 000000, 20, 412
1546126648, 29/12/2018, 13:37:28, IGUA_003, cash, 000000, 50, 1039
1546126732, 29/12/2018, 13:38:52, IGUA_003, cash, 000000, 50, 1026
1546129341, 29/12/2018, 14:22:21, IGUA_003, cash, 000000, 100, 2074
1546130801, 29/12/2018, 14:46:41, IGUA_003, cash, 000000, 100, 2073
1546131396, 29/12/2018, 14:56:36, IGUA_003, cash, 000000, 50, 1014
1546131524, 29/12/2018, 14:58:44, IGUA_003, cash, 000000, 100, 2044
1546131552, 29/12/2018, 14:59:12, IGUA_003, cash, 000000, 20, 417
1546131563, 29/12/2018, 14:59:23, IGUA_003, cash, 000000, 10, 220
1546141479, 29/12/2018, 17:44:39, IGUA_003, cash, 000000, 20, 415
1546143387, 29/12/2018, 18:16:27, IGUA_003, cash, 000000, 100, 2024
1546144553, 29/12/2018, 18:35:53, IGUA_003, cash, 000000, 20, 414
1546150229, 29/12/2018, 20:10:29, IGUA_003, cash, 000000, 100, 2239
1546154143, 29/12/2018, 21:15:43, IGUA_003, cash, 000000, 10, 243
1546156259, 29/12/2018, 21:50:59, IGUA_003, cash, 000000, 40, 819
1546156296, 29/12/2018, 21:51:36, IGUA_003, cash, 000000, 10, 179
1546157351, 29/12/2018, 22:09:11, IGUA_003, cash, 000000, 100, 2026
1546157368, 29/12/2018, 22:09:28, IGUA_003, cash, 000000, 50, 1012
1546157391, 29/12/2018, 22:09:51, IGUA_003, cash, 000000, 50, 1017
